OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterCond,BsmtQual,TotalBsmtSF,HeatingQC,FirstFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,SalePrice,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_NMvt,MasVnrType_None,MasVnrType_Stone,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_NFe,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood
5,1965,1965,0.0,3,3,1040.0,5,6.947937068614969,6.947937068614969,1,3.0,1.791759469228055,0,0,1965.0,1.0,384.0,11.771443882099637,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
9,2005,2006,5.659482215759621,3,5,1175.0,5,7.075808863978387,7.751475318021456,3,5.0,2.4849066497880004,2,4,2005.0,3.0,736.0,12.75130259456002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5,1962,1962,0.0,3,3,912.0,3,6.816735880594968,6.816735880594968,1,3.0,1.6094379124341003,0,0,1962.0,1.0,352.0,11.87757552297847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
7,2006,2007,5.726847747587197,3,4,1494.0,5,7.3098814858247865,7.3098814858247865,2,4.0,2.0794415416798357,1,4,2006.0,3.0,840.0,12.540761149388421,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6,1960,1960,5.3612921657094255,3,3,1253.0,3,7.134093721192866,7.134093721192866,1,3.0,1.791759469228055,1,2,1960.0,1.0,352.0,11.964007453736912,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7,1929,2001,0.0,3,3,832.0,5,6.75110146893676,6.75110146893676,1,3.0,1.791759469228055,0,0,1991.0,2.0,576.0,11.790564777297387,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
6,1970,1970,5.198497031265826,3,3,1004.0,5,6.912742820493176,6.912742820493176,1,3.0,1.791759469228055,1,3,1970.0,2.0,480.0,11.91170829631447,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
4,1967,1967,0.0,3,0,0.0,3,7.167809184316444,7.167809184316444,2,3.0,1.9459101490553132,0,0,1967.0,2.0,516.0,11.407576060361786,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
5,2004,2004,0.0,3,3,1114.0,5,7.016609683894219,7.016609683894219,1,4.0,1.9459101490553132,0,0,2004.0,2.0,576.0,11.976665770490767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5,1958,1965,0.0,3,3,1029.0,3,7.200424892944957,7.200424892944957,1,3.0,1.9459101490553132,0,0,1958.0,1.0,294.0,11.842236406331555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8,2005,2006,5.942799375126701,3,5,1158.0,5,7.055312843339752,7.773594467360194,3,4.0,2.302585092994046,1,4,2005.0,3.0,853.0,12.692506186542177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
7,1930,1950,0.0,3,3,637.0,5,7.011213987350367,7.011213987350367,1,4.0,1.9459101490553132,1,4,1930.0,1.0,280.0,11.845109950883979,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
8,2002,2002,5.641907070938114,3,4,1777.0,5,7.493317248862145,7.493317248862145,2,4.0,2.0794415416798357,1,4,2002.0,2.0,534.0,12.345838935721968,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5,1976,1976,0.0,3,4,1040.0,3,6.966967138613983,6.966967138613983,1,3.0,1.9459101490553132,1,3,1976.0,2.0,572.0,11.774527900858468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5,1968,2001,0.0,4,3,1060.0,5,6.966967138613983,6.966967138613983,1,4.0,1.9459101490553132,1,3,1968.0,1.0,270.0,11.944714374881176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
8,2007,2007,6.46302945692067,3,4,1566.0,5,7.3783837129967145,7.3783837129967145,2,4.0,2.0794415416798357,1,4,2007.0,3.0,890.0,12.454107814022272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5,1951,2000,0.0,3,3,900.0,3,6.803505257608338,6.803505257608338,1,4.0,1.791759469228055,0,0,2005.0,2.0,576.0,11.811554895830454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
8,2007,2008,5.303304908059076,3,5,1704.0,5,7.4413203897176174,7.4413203897176174,2,4.0,2.0794415416798357,1,4,2008.0,3.0,772.0,12.631343648903034,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5,1957,1997,0.0,3,3,1484.0,3,7.3783837129967145,7.3783837129967145,1,3.0,1.9459101490553132,2,4,1957.0,1.0,319.0,12.242891437918386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
4,1927,1950,0.0,3,3,520.0,2,6.255750041753367,6.255750041753367,1,2.0,1.6094379124341003,0,0,1920.0,1.0,240.0,11.134603622683905,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4,1920,1950,0.0,2,3,649.0,3,6.476972362889683,7.183870715062453,1,3.0,1.9459101490553132,0,0,1920.0,1.0,250.0,10.596659732783579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
5,1966,2006,0.0,3,3,1228.0,4,7.113956109566034,7.113956109566034,1,4.0,1.9459101490553132,0,0,1966.0,1.0,271.0,11.914054519303125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
8,2007,2007,0.0,3,5,1234.0,5,7.118826249062078,7.118826249062078,2,4.0,2.0794415416798357,0,0,2007.0,2.0,484.0,12.100161978566867,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5,1959,1959,0.0,3,3,1398.0,4,7.438971592395862,7.438971592395862,1,4.0,1.9459101490553132,1,4,1959.0,2.0,447.0,12.016732516077072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
9,2005,2005,5.5093883366279774,3,5,1561.0,5,7.3537223303996315,7.3537223303996315,2,5.0,1.9459101490553132,1,4,2005.0,2.0,556.0,12.533579815765737,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8,2004,2005,4.890349128221754,3,5,1117.0,5,7.0326242610280065,7.8050670442584895,3,4.0,2.302585092994046,1,4,2004.0,3.0,691.0,12.6410997921206,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5,1994,1995,0.0,3,4,1097.0,5,7.001245622069476,7.001245622069476,1,3.0,1.9459101490553132,0,0,1995.0,2.0,672.0,11.884495917930655,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5,1954,1990,6.478509642208569,3,3,1297.0,4,7.168579897264035,7.168579897264035,1,3.0,1.791759469228055,1,3,1954.0,2.0,498.0,11.938199736300925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
5,1953,2007,0.0,4,3,1057.0,3,6.964135612418245,6.964135612418245,1,4.0,1.791759469228055,0,0,1953.0,1.0,246.0,11.599112335481124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
4,1955,1955,0.0,3,0,0.0,3,7.050122520269059,7.050122520269059,2,2.0,1.9459101490553132,0,0,,0.0,0.0,11.314486721293981,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6,1965,1965,4.624972813284271,3,3,1088.0,5,7.1891677384203225,7.1891677384203225,2,3.0,1.9459101490553132,1,3,1965.0,2.0,440.0,11.982935344196433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
5,1959,1959,0.0,4,3,1350.0,4,7.192182058713246,7.192182058713246,1,3.0,1.791759469228055,2,4,1959.0,1.0,308.0,12.04355959836804,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
5,1983,1983,0.0,3,4,840.0,4,6.785587645007929,6.785587645007929,1,4.0,1.791759469228055,0,0,1983.0,2.0,504.0,11.87757552297847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
5,1975,1980,0.0,3,4,938.0,3,6.844815479208263,6.844815479208263,1,3.0,1.791759469228055,0,0,1977.0,1.0,308.0,11.777218637129327,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
5,1959,1959,0.0,3,3,1150.0,5,7.048386408721883,7.048386408721883,1,3.0,1.9459101490553132,0,0,1959.0,1.0,300.0,11.856522261533737,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
9,2005,2005,6.023447592961033,3,5,1752.0,5,7.469083884921234,7.469083884921234,2,5.0,1.9459101490553132,1,4,2005.0,2.0,576.0,12.675766851909591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
7,2003,2003,0.0,3,5,1434.0,5,7.325807502595773,7.673223121121708,1,4.0,1.9459101490553132,1,5,2003.0,2.0,670.0,12.387089184491993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
8,2006,2006,0.0,3,4,1656.0,5,7.4127640174265625,7.4127640174265625,2,4.0,2.0794415416798357,0,0,2006.0,3.0,826.0,12.428019481065613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4,1920,2008,0.0,3,3,736.0,4,6.602587892189336,7.2813856635702825,2,3.0,2.1972245773362196,0,0,,0.0,0.0,11.635151947212842,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
5,1966,1966,0.0,3,3,955.0,5,6.862757913051401,6.862757913051401,1,3.0,1.9459101490553132,0,0,1966.0,1.0,386.0,11.751950239425476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
6,1997,1997,0.0,3,4,794.0,4,6.678342114654332,7.293697720601438,2,3.0,1.9459101490553132,0,0,1997.0,2.0,388.0,12.083910661257521,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6,1934,1950,0.0,3,3,816.0,3,6.705639094860003,7.0707241072602764,1,3.0,1.9459101490553132,1,4,1985.0,2.0,528.0,11.648338835562747,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
5,1963,1963,0.0,3,4,816.0,3,6.705639094860003,6.705639094860003,1,3.0,1.791759469228055,0,0,1963.0,2.0,516.0,11.608244735642321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
9,1981,1987,0.0,3,5,1842.0,4,7.519149957669823,7.519149957669823,0,4.0,1.791759469228055,1,4,1981.0,3.0,894.0,12.861001210669146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
5,1955,1955,0.0,3,3,384.0,3,7.215975002651466,7.215975002651466,1,3.0,1.9459101490553132,1,3,1962.0,2.0,572.0,11.775297421715827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6,1964,1964,5.60947179518496,3,3,1425.0,4,7.262628600974241,7.262628600974241,2,3.0,2.0794415416798357,1,4,1964.0,2.0,576.0,12.103491596905931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
8,1999,2000,6.124683390894205,3,4,970.0,5,6.891625897052253,7.461640392208575,2,4.0,2.0794415416798357,0,0,1999.0,2.0,480.0,12.058158312538197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
7,2004,2004,0.0,3,4,860.0,5,6.7580945044277305,7.450660796211539,2,4.0,2.0794415416798357,0,0,2004.0,2.0,565.0,12.188422799337028,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
10,2006,2006,6.939253946041508,3,5,1410.0,5,7.2633296174768365,7.988203597022576,3,4.0,2.3978952727983707,1,4,2006.0,3.0,641.0,12.991755706536901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
5,1972,1972,0.0,3,3,780.0,5,6.660575149839686,6.660575149839686,1,3.0,1.6094379124341003,0,0,1973.0,1.0,352.0,11.735276702486741,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
6,2004,2004,0.0,3,4,1158.0,5,7.055312843339752,7.055312843339752,1,4.0,1.791759469228055,0,0,2006.0,2.0,576.0,11.970356641102999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
